date,WSPD,GST,ATMP,OT
2019-07-03 23:50,8,9.8,29.4,29.4
2019-07-04 00:50,7.8,9.9,29.3,29.3
2019-07-04 01:50,8.4,9.6,29.3,29.3
2019-07-04 02:50,7.7,9.2,29.2,29.3
2019-07-04 03:50,7.5,9.1,29.3,29.2
2019-07-04 04:50,6.7,8,29.2,29.2
2019-07-04 05:50,7.1,8.2,29.1,29.2
2019-07-04 06:50,6.7,7.7,29,29.2
2019-07-04 07:50,5.8,6.8,28.8,29.2
2019-07-04 08:50,6.3,7.2,28.7,29.3
2019-07-04 09:50,6.9,8.3,28.7,29.3
2019-07-04 10:50,7,8.3,28.6,29.3
2019-07-04 11:50,7.1,8,28.7,29.2
2019-07-04 12:50,7.6,8.9,28.8,29.1
2019-07-04 13:50,8,8.9,28.9,29
2019-07-04 14:50,7.7,8.8,28.9,29
2019-07-04 15:50,6.8,8,29,29.1
2019-07-04 16:50,7.7,8.6,29.1,29.2
2019-07-04 17:50,7.5,8.7,29.1,29.2
2019-07-04 18:50,7,8.1,29.2,29.2
2019-07-04 19:50,7.2,8.8,29.2,29.3
2019-07-04 20:50,6.9,8,29.3,29.3
2019-07-04 21:50,6.5,7.8,29.3,29.4
2019-07-04 22:50,7.2,8.5,29.3,29.4
2019-07-04 23:50,6.4,7.5,29.2,29.3
2019-07-05 00:50,5.3,6.6,29.1,29.3
2019-07-05 01:50,5.9,6.9,28.9,29.2
2019-07-05 02:50,5.4,6.6,28.9,29.2
2019-07-05 03:50,6.5,7.7,28.8,29.1
2019-07-05 04:50,5.9,6.7,28.9,29.2
2019-07-05 05:50,6.1,7.4,28.9,29.3
2019-07-05 06:50,6.8,8.4,28.9,29.3
2019-07-05 07:50,5.7,6.7,28.9,29.3
2019-07-05 08:50,5.2,6,28.9,29.3
2019-07-05 09:50,4.6,5.8,28.8,29.3
2019-07-05 10:50,5.4,6.1,28.8,29.3
2019-07-05 11:50,5,6,28.7,29.3
2019-07-05 12:50,3.9,5.1,29,29.3
2019-07-05 13:50,4.9,5.8,29,29.3
2019-07-05 15:50,3.8,4.7,29,29.3
2019-07-05 16:50,4,4.7,29,29.5
2019-07-05 17:50,3.3,3.9,29.1,29.7
2019-07-05 18:50,3.7,4.3,29.2,29.8
2019-07-05 19:50,4.5,5.1,29.4,29.9
2019-07-05 20:50,5,6,29.5,29.9
2019-07-05 21:50,5.6,7.2,29.5,29.8
2019-07-05 22:50,6.3,7.4,29.6,29.7
2019-07-05 23:50,6.5,7.8,29.5,29.6
2019-07-06 00:50,6.5,7.8,29.4,29.5
2019-07-06 01:50,6.7,7.8,29.3,29.4
2019-07-06 02:50,7.4,8.8,29.3,29.4
2019-07-06 03:50,7.1,8.4,29.2,29.4
2019-07-06 04:50,7.3,8.4,29.2,29.4
2019-07-06 05:50,7.3,8.5,29.2,29.4
2019-07-06 06:50,6.4,7.5,29.2,29.5
2019-07-06 07:50,6.6,7.5,29.3,29.4
2019-07-06 08:50,4.9,5.8,29.2,29.4
2019-07-06 09:50,5.3,6.1,29.1,29.5
2019-07-06 10:50,4.8,5.5,29.1,29.4
2019-07-06 11:50,4.9,5.9,29.1,29.4
2019-07-06 12:50,4.3,5,29.4,29.4
2019-07-06 13:50,4.4,5.2,29.3,29.3
2019-07-06 14:50,3.8,4.5,29.4,29.4
2019-07-06 15:50,4.4,5.2,29.4,29.5
2019-07-06 16:50,4.8,5.5,29.3,29.7
2019-07-06 17:50,4.5,5.3,29.3,29.8
2019-07-06 18:50,4,4.7,29.4,29.9
2019-07-06 19:50,3.9,4.6,29.4,30.1
2019-07-06 20:50,3.9,4.5,29.5,30
2019-07-06 21:50,3.8,4.7,29.6,30.1
2019-07-06 22:50,4.3,5.5,29.7,30
2019-07-06 23:50,4.2,5.2,29.8,30.1
2019-07-07 00:50,5.3,6.7,29.5,29.9
2019-07-07 01:50,5.9,6.7,29.3,29.7
2019-07-07 02:50,4.8,5.7,29.2,29.6
2019-07-07 03:50,4.3,4.9,29.2,29.6
2019-07-07 04:50,4,4.9,29.4,29.6
2019-07-07 05:50,4.5,5.1,29.4,29.6
2019-07-07 06:50,3.3,4,29.3,29.5
2019-07-07 07:50,2.9,3.5,29.2,29.5
2019-07-07 08:50,3.4,4.2,29.1,29.6
2019-07-07 09:50,2.8,3.5,29,29.6
2019-07-07 10:50,3.3,3.8,29,29.5
2019-07-07 11:50,3.5,4,29,29.6
2019-07-07 12:50,3.7,4.3,29.3,29.6
2019-07-07 13:50,2.4,3,29.5,29.6
2019-07-07 14:50,2.6,3.7,29.3,29.7
2019-07-07 15:50,2.5,3.1,29.3,29.9
2019-07-07 16:50,1.2,1.7,29.5,30.2
2019-07-07 17:50,1.6,2.3,29.4,30.7
2019-07-07 18:50,0.7,1.2,29.5,31.4
2019-07-07 19:50,1.8,2.8,29.6,32.1
2019-07-07 20:50,2,2.6,29.9,31.9
2019-07-07 21:50,4.1,4.9,29.6,31.7
2019-07-07 22:50,2.5,3.1,29.6,31.2
2019-07-07 23:50,2.7,3.5,29.5,30.9
2019-07-08 00:50,2.9,3.8,29.5,30.7
2019-07-08 01:50,2.9,3.5,29.4,30.5
2019-07-08 02:50,3.4,4.4,29.4,30.4
2019-07-08 03:50,4.5,5.7,29.4,30.1
2019-07-08 04:50,4.1,4.9,29.5,29.9
2019-07-08 05:50,4.2,5.2,29.4,29.9
2019-07-08 06:50,4,4.7,29.3,30.1
2019-07-08 07:50,3.4,4.5,29.3,29.9
2019-07-08 08:50,3.7,4.8,29.2,29.8
2019-07-08 09:50,4,4.7,29.1,29.7
2019-07-08 10:50,3.3,4.2,28.9,29.6
2019-07-08 11:50,3.2,4.1,29,29.6
2019-07-08 12:50,2.5,3.2,29.4,29.6
2019-07-08 13:50,3.8,4.8,29.4,29.8
2019-07-08 14:50,2.1,2.6,29.4,29.9
2019-07-08 15:50,2.1,2.9,29.3,30.1
2019-07-08 16:50,3.2,4.5,29.3,30.2
2019-07-08 17:50,3,3.6,29.3,30.4
2019-07-08 18:50,1.9,2.6,29.3,30.7
2019-07-08 19:50,2.4,3,29.5,31
2019-07-08 20:50,1.7,2.4,29.7,31.2
2019-07-08 21:50,2.8,3.6,29.6,31.1
2019-07-08 22:50,2.6,3.3,29.6,31
2019-07-08 23:50,2.7,3.4,29.6,30.7
2019-07-09 00:50,2.6,3.2,29.6,30.4
2019-07-09 01:50,2.1,3.2,29.4,30.3
2019-07-09 02:50,1.6,2.1,29.5,30.2
2019-07-09 03:50,2,2.8,29.4,30.1
2019-07-09 04:50,4.4,5.6,29.4,30.1
2019-07-09 05:50,5.1,6.2,29.3,30.1
2019-07-09 06:50,4.4,5.2,29.3,30
2019-07-09 07:50,4.6,5.5,29.2,29.9
2019-07-09 08:50,5.2,6.2,29.1,29.9
2019-07-09 09:50,5,5.9,29.1,29.8
2019-07-09 10:50,4.9,6.2,29.2,29.8
2019-07-09 11:50,4.4,5.2,29,29.8
2019-07-09 12:50,5.1,6.2,29.4,29.8
2019-07-09 13:50,5.1,6,29.3,29.8
2019-07-09 14:50,4.7,5.9,29.4,29.8
2019-07-09 15:50,3.1,3.6,29.4,29.9
2019-07-09 16:50,1.9,2.5,29.5,30.2
2019-07-09 17:50,2,2.7,29.5,30.5
2019-07-09 18:50,0.8,1.2,29.7,31.1
2019-07-09 19:50,0.6,1.4,29.6,31.5
2019-07-09 20:50,1.9,2.5,29.8,31.9
2019-07-09 21:50,1.4,2.2,29.8,31.9
2019-07-09 22:50,1.2,2.4,30,31.7
2019-07-09 23:50,2.1,2.9,29.9,31.5
2019-07-10 00:50,2.2,2.9,29.9,31.3
2019-07-10 01:50,2.4,3.2,29.7,31.1
2019-07-10 02:50,2.9,3.6,29.7,30.9
2019-07-10 03:50,2.8,3.7,29.7,30.8
2019-07-10 04:50,3.4,4.3,29.8,30.8
2019-07-10 05:50,3.9,4.6,29.7,30.5
2019-07-10 06:50,3.6,4.4,29.5,30.4
2019-07-10 07:50,4,4.8,29.4,30.2
2019-07-10 08:50,4.6,5.4,29.3,30.1
2019-07-10 09:50,4.3,5,29.2,30.1
2019-07-10 10:50,3.6,4.8,29.2,30.1
2019-07-10 11:50,2.5,3.3,29.2,30
2019-07-10 12:50,1.2,1.7,29.7,29.9
2019-07-10 13:50,1,1.5,29.7,29.9
2019-07-10 14:50,1.3,2,29.6,30.1
2019-07-10 15:50,1.1,1.6,29.6,30.7
2019-07-10 16:50,1,1.5,29.7,31.1
2019-07-10 17:50,1.7,2.7,29.7,31.4
2019-07-10 18:50,1.4,2.1,29.8,31.9
2019-07-10 19:50,0.5,1.1,30.2,32.3
2019-07-10 20:50,1.6,2.7,30.2,32.2
2019-07-10 21:50,1.8,2.8,30.4,32.3
2019-07-10 22:50,1.2,2.2,30.6,32
2019-07-10 23:50,1.5,2,30.1,32
2019-07-11 00:50,1.9,3,30,31.4
2019-07-11 01:50,0.1,0.2,29.6,31.3
2019-07-11 02:50,0.7,1.2,29.7,31.5
2019-07-11 03:50,0.2,0.7,29.7,31.5
2019-07-11 04:50,1.4,2,29.6,31.5
2019-07-11 05:50,1.5,2.3,29.5,31.3
2019-07-11 06:50,2.4,3.3,29.5,30.8
2019-07-11 07:50,3.3,4.4,29.3,30.7
2019-07-11 08:50,3.7,4.3,29.4,30.6
2019-07-11 09:50,5.5,7,29.2,30.5
2019-07-11 10:50,5.4,6.9,29.1,30.4
2019-07-11 11:50,4,5.1,29.1,30.3
2019-07-11 12:50,5,5.9,29.2,30.3
2019-07-11 13:50,5.5,6.4,29.2,30.1
2019-07-11 14:50,6.4,7.8,29.2,30.1
2019-07-11 15:50,5.3,6.4,29.2,30.1
2019-07-11 16:50,6.9,8.1,29.2,30.1
2019-07-11 17:50,6.3,7.6,29.4,30.1
2019-07-11 18:50,7.7,9,29.4,30
2019-07-11 19:50,8.3,9.6,29.6,30
2019-07-11 20:50,5.7,6.8,29.5,30
2019-07-11 21:50,5,6.2,29.6,30.1
2019-07-11 23:50,3.4,4.2,28.8,30.1
2019-07-12 00:50,3.7,4.9,29.2,30.2
2019-07-12 01:50,4.8,5.8,29.1,30
2019-07-12 02:50,4.4,5.1,29.2,29.9
2019-07-12 03:50,5.5,6.5,29.3,30
2019-07-12 04:50,5.7,7,29.4,30
2019-07-12 05:50,6.4,7.5,29.4,30
2019-07-12 06:50,7.4,8.5,29.4,30
2019-07-12 07:50,8.2,9.5,29.4,30
2019-07-12 08:50,9.5,11,29.3,30
2019-07-12 09:50,9.7,11.7,29.3,29.9
2019-07-12 10:50,10,11.9,29.3,29.9
2019-07-12 11:50,10.1,12.5,29.1,29.9
2019-07-12 12:50,8.5,9.7,28.5,29.8
2019-07-12 13:50,11.4,13.5,26.9,29.8
2019-07-12 14:50,9.6,11.3,26.8,29.8
2019-07-12 15:50,9.7,11.6,27.1,29.8
2019-07-12 16:50,9.2,10.3,28,29.8
2019-07-12 17:50,9.9,11.5,28.2,29.7
2019-07-12 18:50,8.5,10,28.7,29.8
2019-07-12 19:50,8.2,9.6,28.9,29.8
2019-07-12 20:50,8.9,10.5,29,29.7
2019-07-12 21:50,9.3,11.1,29.1,29.7
2019-07-12 22:50,9.1,10.7,29.4,29.7
2019-07-12 23:50,8.3,9.8,29.3,29.7
2019-07-13 00:50,7.4,8.4,29.1,29.7
2019-07-13 01:50,6.7,8,29.4,29.6
2019-07-13 02:50,6.9,8,29.4,29.6
2019-07-13 03:50,8.1,9.8,29.3,29.6
2019-07-13 04:50,7.2,8.6,29.5,29.6
2019-07-13 05:50,8.6,10.2,29.5,29.6
2019-07-13 06:50,9.2,11.8,29.5,29.6
2019-07-13 07:50,11.7,14.2,29.4,29.6
2019-07-13 08:50,11.6,13.9,29.5,29.6
2019-07-13 09:50,11.9,14.4,29.5,29.6
2019-07-13 10:50,11.3,13.2,29.5,29.5
2019-07-13 11:50,10.7,13,29.6,29.5
2019-07-13 12:50,10.7,12.7,29.5,29.5
2019-07-13 13:50,11.1,12.7,29.7,29.5
2019-07-13 14:50,9.8,11.4,29.7,29.5
2019-07-13 15:50,10.1,11.8,29.7,29.4
2019-07-13 16:50,9.7,11.3,29.7,29.4
2019-07-13 17:50,8.9,10.3,29.7,29.6
2019-07-13 18:50,8.8,10.5,29.8,29.5
2019-07-13 19:50,8.5,10.2,29.7,29.5
2019-07-13 20:50,8.3,10.1,29.8,29.5
2019-07-13 21:50,8,9.3,29.7,29.5
2019-07-13 22:50,8.9,10.5,29.7,29.4
2019-07-13 23:50,8.2,9.6,29.6,29.4
2019-07-14 00:50,8.2,9.8,29.7,29.5
2019-07-14 01:50,8,9.5,29.7,29.4
2019-07-14 02:50,8.6,9.8,29.6,29.4
2019-07-14 03:50,9,11,29.5,29.4
2019-07-14 04:50,9.7,11.4,29.6,29.4
2019-07-14 05:50,8.8,10.1,29.5,29.4
2019-07-14 06:50,9.3,10.5,29.4,29.5
2019-07-14 07:50,9.2,11.5,29.4,29.4
2019-07-14 08:50,9,11,29.3,29.4
2019-07-14 09:50,9.3,11.3,29.3,29.4
2019-07-14 10:50,9.3,11,29.3,29.3
2019-07-14 11:50,10.1,11.9,29.3,29.3
2019-07-14 12:50,8.9,10.4,29.4,29.3
2019-07-14 13:50,8.3,9.8,29.4,29.3
2019-07-14 14:50,7.1,8.3,29.5,29.3
2019-07-14 15:50,6.3,7.9,29.5,29.3
2019-07-14 16:50,7.1,8.9,29.6,29.3
2019-07-14 17:50,6.4,7.7,29.6,29.3
2019-07-14 18:50,5.5,6.4,29.6,29.3
2019-07-14 19:50,4.9,6,29.6,29.4
2019-07-14 20:50,4.7,5.8,29.7,29.5
2019-07-14 21:50,5.5,8,29.7,29.5
2019-07-14 22:50,6.4,8,29.8,29.6
2019-07-14 23:50,6.9,8,29.6,29.6
2019-07-15 00:50,7.1,8.5,29.5,29.5
2019-07-15 01:50,7.3,8.4,29.4,29.5
2019-07-15 02:50,6.7,7.9,29.4,29.5
2019-07-15 03:50,7.8,8.9,29.3,29.5
2019-07-15 04:50,8.2,9.5,29.3,29.4
2019-07-15 05:50,9.1,10.6,29.2,29.4
2019-07-15 06:50,8.5,10.1,29.2,29.4
2019-07-15 07:50,8.2,9.8,29.1,29.4
2019-07-15 08:50,8.2,9.7,29.1,29.3
2019-07-15 09:50,6.5,7.7,29.2,29.3
2019-07-15 10:50,8.3,9.9,29.2,29.3
2019-07-15 11:50,8.4,10.1,29.3,29.3
2019-07-15 12:50,7.7,9,29.5,29.3
2019-07-15 13:50,7.4,8.5,29.5,29.3
2019-07-15 14:50,6.1,7.4,29.4,29.3
2019-07-15 15:50,5.7,7.1,29.6,29.4
2019-07-15 16:50,5.4,6.5,29.6,29.5
2019-07-15 17:50,4.8,5.8,29.6,29.5
2019-07-15 18:50,5.7,6.4,29.7,29.6
2019-07-15 19:50,6,7,29.8,29.7
2019-07-15 20:50,6.5,7.8,29.8,29.8
2019-07-15 21:50,6.5,7.9,29.8,29.8
2019-07-15 22:50,7,8,29.7,29.8
2019-07-15 23:50,7,8.2,29.8,29.7
2019-07-16 00:50,6.3,7.4,29.6,29.7
2019-07-16 01:50,6.3,7.4,29.5,29.7
2019-07-16 02:50,6,7,29.5,29.7
2019-07-16 03:50,6.4,7.9,29.4,29.6
2019-07-16 04:50,6.1,7.6,29.4,29.6
2019-07-16 05:50,6.7,7.7,29.3,29.5
2019-07-16 06:50,7.3,8.4,29.3,29.5
2019-07-16 07:50,6.2,7.2,29.3,29.5
2019-07-16 08:50,6.1,7.1,29.2,29.5
2019-07-16 09:50,5.8,6.9,29.1,29.4
2019-07-16 10:50,6.9,8,29.2,29.3
2019-07-16 11:50,5.9,6.7,29.2,29.3
2019-07-16 12:50,4.9,5.7,29.4,29.3
2019-07-16 13:50,4.9,6,29.4,29.3
2019-07-16 14:50,5.2,6.3,29.5,29.3
2019-07-16 15:50,6,7.4,29.5,29.4
2019-07-16 16:50,5.6,6.7,29.5,29.5
2019-07-16 17:50,6.1,7.2,29.6,29.6
2019-07-16 18:50,6,7.2,29.6,29.6
2019-07-16 19:50,6.3,7.5,29.7,29.7
2019-07-16 20:50,5.7,6.5,29.8,29.7
2019-07-16 21:50,5.7,6.4,29.8,29.7
2019-07-16 22:50,5.7,6.7,29.8,29.7
2019-07-16 23:50,5.3,6.3,29.8,29.7
2019-07-17 00:50,5.1,6,29.7,29.7
2019-07-17 01:50,5.6,6.5,29.5,29.6
2019-07-17 02:50,6.4,7.4,29.5,29.6
2019-07-17 03:50,6.7,8.1,29.6,29.5
2019-07-17 04:50,6.2,7.1,29.5,29.5
2019-07-17 05:50,6,7,29.4,29.5
2019-07-17 06:50,5.5,6.5,29.4,29.5
2019-07-17 07:50,4.6,5.4,29.2,29.5
2019-07-17 08:50,3.1,4.7,27.9,29.4
2019-07-17 09:50,2.7,3.2,28.4,29.4
2019-07-17 10:50,4.5,5.3,29.2,29.3
2019-07-17 11:50,5,7.5,27.5,29.4
2019-07-17 12:50,4.1,4.8,29,29.4
2019-07-17 13:50,5.3,6.4,29.5,29.4
2019-07-17 14:50,4.6,5.7,29.4,29.5
2019-07-17 15:50,5,5.7,29.5,29.5
2019-07-17 16:50,5.4,6.5,29.6,29.6
2019-07-17 17:50,5.1,5.9,29.5,29.7
2019-07-17 18:50,4.6,5.7,29.7,29.9
2019-07-17 19:50,4.6,5.4,29.8,29.9
2019-07-17 20:50,3.7,4.5,29.7,30
2019-07-17 21:50,5.1,5.8,29.6,30
2019-07-17 22:50,3.9,4.5,29.8,30
2019-07-17 23:50,5,5.9,29.8,30
2019-07-18 00:50,4.8,6,29.5,29.9
2019-07-18 01:50,5.2,6.2,29.3,29.8
2019-07-18 02:50,5.9,7,29.1,29.8
2019-07-18 03:50,6,7.8,29.4,29.8
2019-07-18 04:50,6.7,7.9,29.3,29.8
2019-07-18 05:50,6.5,7.8,29.3,29.9
2019-07-18 06:50,5.5,6.6,29.2,29.8
2019-07-18 07:50,5.3,6.2,29.2,29.7
2019-07-18 08:50,4.3,5.3,29.1,29.6
2019-07-18 09:50,3.3,4.2,29,29.6
2019-07-18 10:50,3.1,4.1,29,29.6
2019-07-18 11:50,3.5,4.1,29,29.6
2019-07-18 12:50,4.4,5.7,29.3,29.6
2019-07-18 13:50,5,5.8,29.2,29.7
2019-07-18 14:50,5.7,6.8,29.2,29.8
2019-07-18 15:50,5.8,6.7,29.3,29.8
2019-07-18 16:50,5.4,6.2,29.3,29.9
2019-07-18 17:50,5.6,6.5,29.4,30
2019-07-18 18:50,6,7,29.5,30
2019-07-18 19:50,6.3,7.4,29.5,30.1
2019-07-18 20:50,5.1,6.1,29.6,30.1
2019-07-18 21:50,4.2,4.9,29.6,30.1
2019-07-18 22:50,2.9,3.7,29.7,30.1
2019-07-18 23:50,3.9,4.7,29.7,30.1
2019-07-19 00:50,3.2,3.8,29.7,30.1
2019-07-19 01:50,3.6,4.2,29.4,30.1
2019-07-19 02:50,4.1,4.9,29.5,30
2019-07-19 03:50,2.4,3.3,29,30.1
2019-07-19 04:50,4.8,5.5,29.4,30
2019-07-19 05:50,4.9,5.8,29.3,30
2019-07-19 06:50,5.1,5.9,29.3,29.9
2019-07-19 07:50,5.7,6.5,29.3,30
2019-07-19 08:50,4.9,5.8,29.2,29.9
2019-07-19 09:50,5.6,6.5,29.2,29.9
2019-07-19 10:50,4.8,5.6,29.3,29.8
2019-07-19 11:50,5.7,6.9,29.3,29.6
2019-07-19 12:50,5.1,6.2,29.5,29.5
2019-07-19 13:50,4.4,5.7,29.5,29.5
2019-07-19 14:50,4.6,5.6,29.6,29.6
2019-07-19 15:50,5.1,6.3,29.5,29.7
2019-07-19 16:50,4.9,5.5,29.5,29.9
2019-07-19 17:50,4.9,5.9,29.5,30.1
2019-07-19 18:50,5.2,6,29.6,30.2
2019-07-19 19:50,4.6,5.4,29.7,30.3
2019-07-19 20:50,4,5,29.8,30.2
2019-07-19 21:50,4,4.6,29.6,30.2
2019-07-19 22:50,3.9,4.6,29.8,30.5
2019-07-19 23:50,4.6,5.2,29.6,30.3
2019-07-20 00:50,4.2,4.9,29.6,30.3
2019-07-20 01:50,4.8,5.7,29.5,30.2
2019-07-20 02:50,4.9,5.9,29.5,30.1
2019-07-20 03:50,5.1,6.1,29.5,30
2019-07-20 04:50,5.2,6,29.4,30
2019-07-20 05:50,5.4,6.3,29.5,30
2019-07-20 06:50,6.3,7.4,29.3,29.9
2019-07-20 07:50,5.7,6.8,29.3,29.9
2019-07-20 08:50,5,6.1,29.2,29.8
2019-07-20 09:50,4.6,5.8,29.2,29.8
2019-07-20 10:50,3.9,5,29.1,29.8
2019-07-20 11:50,2.8,3.6,28.8,29.8
2019-07-20 12:50,2.6,3.5,29.3,29.7
2019-07-20 13:50,3.7,4.8,29.6,29.8
2019-07-20 14:50,3.4,4.3,29.5,29.9
2019-07-20 15:50,3.6,4.6,29.5,30.1
2019-07-20 16:50,4.2,4.8,29.5,30.3
2019-07-20 17:50,3,3.8,29.6,30.5
2019-07-20 18:50,3,4.3,29.6,30.6
2019-07-20 19:50,2.8,3.7,29.7,30.7
2019-07-20 20:50,2.3,3.4,29.6,30.5
2019-07-20 21:50,2.1,2.6,29.7,30.3
2019-07-20 22:50,3,3.7,29.5,30.3
2019-07-20 23:50,3.5,4.4,29.6,30.3
2019-07-21 00:50,3.8,4.7,29.5,30.2
2019-07-21 01:50,4.4,5.5,29.4,30.2
2019-07-21 02:50,4.8,5.6,29.6,30.2
2019-07-21 03:50,4.6,5.2,29.6,30.2
2019-07-21 04:50,6.4,7.2,29.6,30.2
2019-07-21 05:50,6.3,7.9,29.5,30.2
2019-07-21 06:50,6.7,7.8,29.5,30.1
2019-07-21 07:50,6.4,7.3,29.4,30
2019-07-21 08:50,6.8,7.7,29.4,30
2019-07-21 09:50,6.3,7.3,29.2,29.9
2019-07-21 10:50,5.8,7,29.2,29.9
2019-07-21 11:50,4.9,5.7,29.2,29.9
2019-07-21 12:50,4.8,5.6,29.5,29.8
2019-07-21 13:50,4.2,5.4,29.3,29.8
2019-07-21 14:50,3.6,4.6,29.5,29.9
2019-07-21 15:50,3,3.8,29.5,30.1
2019-07-21 16:50,4.9,6.1,29.6,30
2019-07-21 17:50,4.2,5.4,29.6,30
2019-07-21 18:50,3.9,5.1,29.8,30
2019-07-21 19:50,3.6,4.5,29.8,30
2019-07-21 20:50,2.8,3.5,29.7,30
2019-07-21 21:50,2.4,2.9,29.7,30
2019-07-21 22:50,2.4,3,29.5,29.9
2019-07-21 23:50,2.5,3.1,29.5,29.8
2019-07-22 00:50,3.2,4.1,29.4,29.8
2019-07-22 01:50,3.9,4.6,29.4,29.8
2019-07-22 02:50,5.8,6.9,29.2,29.7
2019-07-22 03:50,5.9,6.9,29.6,29.7
2019-07-22 04:50,6.8,8.2,29.5,29.7
2019-07-22 05:50,6,7,29.5,29.7
2019-07-22 06:50,5.6,6.5,29.4,29.7
2019-07-22 07:50,5.1,6.1,29.4,29.7
2019-07-22 08:50,4.2,4.9,29.3,29.7
2019-07-22 09:50,3.3,4.5,29.3,29.6
2019-07-22 10:50,2.1,2.8,29.2,29.6
2019-07-22 11:50,2.3,2.8,29.3,29.5
2019-07-22 12:50,3.9,4.9,29,29.5
2019-07-22 13:50,2.8,3.4,29.3,29.5
2019-07-22 14:50,3.1,3.9,29.1,29.6
2019-07-22 15:50,3.6,4.2,29.1,29.6
2019-07-22 16:50,4.5,5.3,28.7,29.6
2019-07-22 17:50,3.2,4.6,29.1,29.6
2019-07-22 18:50,2.6,3.2,29.1,29.7
2019-07-22 19:50,1.2,1.9,29.1,29.8
2019-07-22 20:50,2.6,3.7,28.7,29.8
2019-07-22 21:50,1.8,3.2,28.8,29.8
2019-07-22 22:50,1.1,1.7,28.8,29.9
2019-07-22 23:50,4.1,4.9,28.7,29.8
2019-07-23 00:50,3.4,4.1,28.9,29.8
2019-07-23 01:50,1.3,1.9,28.9,29.8
2019-07-23 02:50,0.7,1.2,28.9,29.7
2019-07-23 03:50,2.5,3.1,28.8,29.7
2019-07-23 04:50,3.9,4.6,28.7,29.8
2019-07-23 05:50,3.3,4.1,28.8,29.7
2019-07-23 06:50,2.9,3.6,28.8,29.7
2019-07-23 07:50,3.5,4.5,28.8,29.7
2019-07-23 08:50,3.2,4.1,28.8,29.6
2019-07-23 09:50,3.4,4.1,28.7,29.6
2019-07-23 10:50,3.9,4.7,28.7,29.6
2019-07-23 11:50,3.1,3.7,28.8,29.6
2019-07-23 12:50,3,3.8,28.9,29.5
2019-07-23 13:50,4.4,5.5,29.2,29.5
2019-07-23 14:50,4,5,29.3,29.7
2019-07-23 15:50,8.7,11.3,28.3,29.8
2019-07-23 16:50,5.5,9.9,29.3,29.8
2019-07-23 17:50,7.8,10.2,26.3,29.7
2019-07-23 18:50,7.7,9.3,26,29.6
2019-07-23 19:50,9.7,11.5,25.6,29.6
2019-07-23 20:50,8.5,9.9,25.7,29.5
2019-07-23 21:50,7.1,8.7,26.4,29.5
2019-07-23 22:50,5,6.4,26.6,29.5
2019-07-23 23:50,4,4.7,26.9,29.5
2019-07-24 00:50,5.2,6.3,27.2,29.5
2019-07-24 01:50,4.5,5.4,27.2,29.4
2019-07-24 02:50,4.3,5.2,27.3,29.3
2019-07-24 03:50,2.7,3.4,27.8,29.3
2019-07-24 04:50,1.2,1.8,27.8,29.3
2019-07-24 05:50,1.1,1.8,27.8,29.3
2019-07-24 06:50,1.2,1.7,27.8,29.4
2019-07-24 07:50,2,3,27.9,29.4
2019-07-24 08:50,3.8,4.9,27.9,29.4
2019-07-24 09:50,4.3,5.1,27.6,29.4
2019-07-24 10:50,6.5,7.6,25.1,29.4
2019-07-24 11:50,6.2,7.1,25.4,29.4
2019-07-24 12:50,4.5,5.7,25.1,29.4
2019-07-24 13:50,7.9,9,26.4,29.4
2019-07-24 14:50,6.8,7.9,27.3,29.5
2019-07-24 15:50,5.7,7.2,27.3,29.5
2019-07-24 16:50,5.6,6.8,27.6,29.6
2019-07-24 17:50,4.3,5.4,26.6,29.7
2019-07-24 18:50,2.1,3,27.1,29.5
2019-07-24 19:50,4.1,5.4,27.9,29.5
2019-07-24 20:50,5.4,6.5,28.4,29.6
2019-07-24 21:50,6.2,7.1,28.4,29.3
2019-07-24 22:50,5.9,6.9,28.2,29.3
2019-07-24 23:50,5.4,6.2,28.2,29.5
2019-07-25 00:50,4.5,5.4,28.1,29.6
2019-07-25 01:50,7,8.1,28.4,29.6
2019-07-25 02:50,7.2,8.7,28.5,29.6
2019-07-25 03:50,8,9.2,28.2,29.6
2019-07-25 04:50,7.1,8.3,28.5,29.6
2019-07-25 05:50,6.4,7.9,28.5,29.6
2019-07-25 06:50,6.4,7.5,28.4,29.6
2019-07-25 07:50,6.9,8,27.2,29.5
2019-07-25 08:50,4.1,4.8,26.3,29.5
2019-07-25 09:50,5.3,6.5,26.7,29.5
2019-07-25 10:50,1.7,2.5,26.9,29.5
2019-07-25 11:50,2,2.9,27,29.6
2019-07-25 12:50,4.3,5.4,26.9,29.6
2019-07-25 13:50,3.1,3.9,26.3,29.5
2019-07-25 14:50,3.1,4.2,26.7,29.5
2019-07-25 15:50,5,5.8,27.1,29.4
2019-07-25 16:50,6.6,8.4,27.1,29.5
2019-07-25 17:50,3,4.4,27.2,29.5
2019-07-25 18:50,2.9,3.8,28,29.6
2019-07-25 19:50,2.2,3.1,27.6,29.8
2019-07-25 20:50,2.7,3.6,27.8,30
2019-07-25 21:50,4.4,5.6,28,29.9
2019-07-25 22:50,4.6,5.9,28.4,29.8
2019-07-25 23:50,6.2,11.4,27.3,29.6
2019-07-26 00:50,6.8,8.3,26.8,29.7
2019-07-26 01:50,4.2,5.4,28.1,29.7
2019-07-26 02:50,4.7,5.7,28.3,29.6
2019-07-26 03:50,5.5,6.3,28.5,29.6
